date,min,max,median,q1,q3,stdev,count
2022-12-17T00:00:00.000Z,0.6,46.85,4.57,1.2,7.38,7.522,449
2022-12-16T00:00:00.000Z,4.75,54.88,9.8,7.07,18.77,12.399,426
2022-12-15T00:00:00.000Z,5.45,34.2,14.9,6.75,16.2,5.468,487
2022-12-14T00:00:00.000Z,7.97,36.95,24.58,15.69,26.02,6.903,465
2022-12-13T00:00:00.000Z,5.67,37.42,10.5,8.69,13.85,5.584,479
2022-12-12T00:00:00.000Z,4.75,26.25,9.19,7.9,11.74,3.695,485
2022-12-11T00:00:00.000Z,3.6,47.05,7.59,5.05,11.07,6.53,494
2022-12-10T00:00:00.000Z,2.7,27.38,8.55,4.18,16.01,6.874,493
2022-12-09T00:00:00.000Z,4.93,43.25,9.05,6.18,11.75,4.014,487
2022-12-08T00:00:00.000Z,3.53,56.9,9.99,6.81,21.36,11.186,504
2022-12-07T00:00:00.000Z,3.88,87.73,6.6,5.79,7.42,8.138,501
2022-12-06T00:00:00.000Z,1.55,86.22,5.9,3.38,8.75,11.552,495
2022-12-05T00:00:00.000Z,3.3,68.93,6.7,5.15,9,6.309,475
2022-12-04T00:00:00.000Z,1,59.2,2.2,1.55,4.28,5.7,485
2022-12-03T00:00:00.000Z,0.4,23.9,2.69,1.14,5.15,4.241,518
2022-12-02T00:00:00.000Z,1,16.92,3.87,2.5,5.38,2.339,523
2022-12-01T00:00:00.000Z,0.95,42.78,7.73,2.59,22.25,11.188,440
2022-11-30T00:00:00.000Z,2.35,32.53,10.25,6.57,16.16,6.309,476
2022-11-29T00:00:00.000Z,1.48,26.87,4.4,2.29,5.53,2.976,426
2022-11-28T00:00:00.000Z,0.4,53.37,2.54,1,4.22,5.809,455
2022-11-27T00:00:00.000Z,0.4,18.3,0.98,0.75,1.2,1.338,496
2022-11-26T00:00:00.000Z,0.35,7.75,2.27,1.05,4,1.876,483
2022-11-25T00:00:00.000Z,0.9,10,3.2,1.8,5.18,1.902,478
