date,min,max,median,q1,q3,stdev,count
2021-01-05T00:00:00.000Z,5.55,77.34,10.65,7.95,31.85,16.283,257
2021-01-06T00:00:00.000Z,2.27,8.77,6.03,5.49,6.74,1.22,236
2021-01-07T00:00:00.000Z,4.75,15.38,8.55,7.07,9.23,1.701,259
2021-01-08T00:00:00.000Z,3.95,42.83,13.2,10.39,18.27,6.408,285
2021-01-09T00:00:00.000Z,3.72,33.1,13.05,8.03,16.21,7.24,281
2021-01-10T00:00:00.000Z,6.03,61.28,15.65,12.71,24.83,14.366,277
2021-01-11T00:00:00.000Z,3.47,16.14,10.75,6.76,12.31,3.352,256
2021-01-12T00:00:00.000Z,3.55,313.38,7.85,5,28.1,52.778,261
2021-01-13T00:00:00.000Z,7.97,37,17.5,11.88,20.78,6.213,256
2021-01-14T00:00:00.000Z,8.4,60.3,24.63,16.55,31.58,9.948,243
2021-01-15T00:00:00.000Z,7.63,128.1,16.55,13.08,29.37,28.362,276
2021-01-16T00:00:00.000Z,3.5,44.03,18.23,9.09,23.75,9.754,248
2021-01-17T00:00:00.000Z,7.05,68.65,10.07,9.25,24.52,17.532,234
2021-01-18T00:00:00.000Z,7,23.5,10.55,8.4,15.7,3.996,231
2021-01-19T00:00:00.000Z,21.13,51.67,31.25,25.34,34.54,7.449,209
2021-01-20T00:00:00.000Z,17.48,114.1,38.93,28.73,44.84,16.152,265
2021-01-21T00:00:00.000Z,18.42,634.04,62.34,25.1,155.85,162.745,242
2021-01-22T00:00:00.000Z,11.95,69.15,21.27,14.95,28.85,8.646,254
2021-01-23T00:00:00.000Z,4,32.65,11.03,7.02,15.31,6.847,256
2021-01-24T00:00:00.000Z,3.17,46.6,11.13,9.13,35.4,13.617,274
2021-01-25T00:00:00.000Z,4.43,23.67,11.42,9.66,16.59,4.439,240
2021-01-26T00:00:00.000Z,8.55,123.6,26.08,18.64,36.4,29.333,255
2021-01-27T00:00:00.000Z,3.85,28.52,11.4,6.9,18.25,6.193,230
2021-01-28T00:00:00.000Z,5,56.13,19.92,14.33,27.38,11.209,273
2021-01-29T00:00:00.000Z,10.57,53.1,17.57,13.23,23.08,9.521,219
2021-01-30T00:00:00.000Z,14.85,68,22.57,17.39,28.7,11.325,244
2021-01-31T00:00:00.000Z,6.4,126.4,26.63,16.69,41.95,28.982,260
2021-02-01T00:00:00.000Z,5.22,45.13,17.23,11.28,20.63,7.771,208
2021-02-02T00:00:00.000Z,5.2,21.63,10.62,7.5,14.52,4.518,234
2021-02-03T00:00:00.000Z,3.8,26.7,11.35,8.27,16.68,6.036,113
2021-02-04T00:00:00.000Z,8.25,22.2,12.93,11.48,14.5,2.394,260
2021-02-05T00:00:00.000Z,5.07,37.38,13.42,11.13,17.77,6.24,238
2021-02-06T00:00:00.000Z,5.68,46.75,13.07,9.71,18.88,8.08,241
2021-02-07T00:00:00.000Z,4.97,72.25,16.29,12.2,30.63,19.662,238
2021-02-08T00:00:00.000Z,5.15,22.83,10.05,7.79,12.95,4.289,257
2021-02-09T00:00:00.000Z,2.35,16.1,4.15,3.03,8.93,3.59,235
2021-02-10T00:00:00.000Z,2.95,7.95,4.84,4.13,6.47,1.304,235
2021-02-11T00:00:00.000Z,2.2,11.48,6.2,5.09,7.78,1.883,121
2021-02-13T00:00:00.000Z,4.88,11.52,6.04,5.57,6.85,1.278,108
2021-02-14T00:00:00.000Z,3.35,26.52,10.5,6.07,18.14,7.097,152
2021-02-15T00:00:00.000Z,7.03,30.75,11.02,8.85,16.69,5.296,144
2021-02-16T00:00:00.000Z,3.05,13.8,6.75,4.62,8.06,2.715,136
2021-02-17T00:00:00.000Z,4.03,60.2,11.2,8.13,20.25,13.035,143
2021-02-18T00:00:00.000Z,9.02,58.97,15.7,13.38,25.63,11.686,162
2021-02-19T00:00:00.000Z,9.1,61.33,16.89,10.93,29.54,13.92,153
2021-02-20T00:00:00.000Z,9.44,110.1,15.5,12.1,29.25,23.833,154
2021-02-21T00:00:00.000Z,5.75,21.35,10.78,8.64,14.6,3.487,160
2021-02-22T00:00:00.000Z,6.07,11.73,8.23,7.6,9.48,1.188,143
2021-02-23T00:00:00.000Z,6.9,59.38,14.42,9.55,23.65,15.995,198
2021-02-24T00:00:00.000Z,4.25,15.73,9.72,8.02,10.77,2.634,162
2021-02-25T00:00:00.000Z,4.2,71.97,10.3,6.15,23.65,16.306,145
2021-02-26T00:00:00.000Z,5.8,28.65,17.92,14.52,23.85,5.841,146
2021-02-27T00:00:00.000Z,6.25,38.35,17.57,15.27,24.7,7.885,157
2021-02-28T00:00:00.000Z,2.67,10.65,4.18,3.58,5.47,1.743,165
2021-03-01T00:00:00.000Z,2,10.32,4.84,3.94,5.67,1.696,152
2021-03-02T00:00:00.000Z,3.42,20.32,5.97,5.13,7.37,3.647,145
2021-03-03T00:00:00.000Z,4.25,33.85,8.26,6.82,12.98,6.228,146
2021-03-04T00:00:00.000Z,4.38,92.1,8.86,7.4,36.08,26.237,154
2021-03-05T00:00:00.000Z,2.45,12.07,4.59,3.88,6.2,1.815,110
2021-03-06T00:00:00.000Z,3.15,22.63,5.55,4.8,8.9,4.145,153
2021-03-07T00:00:00.000Z,3.3,61.53,10.97,4.59,20.75,14.989,158
2021-03-08T00:00:00.000Z,7.65,13.38,11.89,11.34,12.45,1.359,72
2021-03-25T00:00:00.000Z,2.7,112.3,12.77,9.15,18.64,22.527,195
2021-03-26T00:00:00.000Z,2.42,133.18,9.55,3.58,21.92,27.314,159
2021-03-27T00:00:00.000Z,3.9,27.3,9.05,6.44,11.07,4.231,141
2021-03-28T00:00:00.000Z,2.42,12.6,4.4,3.65,5.23,2.211,109
2021-03-29T00:00:00.000Z,3.38,39.42,6.38,4.67,18.23,9.377,193
2021-03-30T00:00:00.000Z,3.2,16.82,8.25,5.43,10.28,3.674,212
2021-03-31T00:00:00.000Z,4.82,32.88,13.18,7.47,17.95,6.977,195
2021-04-01T00:00:00.000Z,4.78,68.78,12.23,9.73,28.99,14.624,173
2021-04-02T00:00:00.000Z,3.9,30.45,9.74,7.1,17.7,5.845,198
2021-04-03T00:00:00.000Z,2.88,28.95,6.43,4.68,7.9,4.043,207
2021-04-04T00:00:00.000Z,2.78,95.07,8.53,3.79,12.17,18.777,188
2021-04-05T00:00:00.000Z,11.02,19.1,14.93,12.3,17,2.449,134
2021-04-06T00:00:00.000Z,11.55,20.2,14.35,12.98,15.48,2.068,231
2021-04-07T00:00:00.000Z,13.98,20.52,17.27,15.4,18.63,1.732,159
2021-04-08T00:00:00.000Z,13.35,24.27,17.04,16.07,18.1,1.947,182
2021-04-09T00:00:00.000Z,8.5,15.73,12.75,10.3,13.79,2.013,101
2021-04-10T00:00:00.000Z,8.25,19.98,12.05,9.98,14.68,3.11,103
2021-04-11T00:00:00.000Z,5.4,9.5,7.88,6.84,8.44,1.032,65
2021-04-12T00:00:00.000Z,3.8,8.1,4.63,4.18,6.97,1.416,46
2021-04-13T00:00:00.000Z,2.27,5.68,3.41,2.8,4.7,1.053,78
2021-04-14T00:00:00.000Z,2.4,4.45,3.17,2.83,3.5,0.485,67
2021-04-15T00:00:00.000Z,4.34,11.2,6.57,5.37,8.8,1.913,61
2021-04-16T00:00:00.000Z,3.3,7.22,5.2,3.71,6.2,1.221,69
2021-04-17T00:00:00.000Z,5.72,11.65,8.43,7.32,9.84,1.584,85
2021-04-18T00:00:00.000Z,4.07,10.63,5.8,5.17,6.7,1.357,93
2021-04-19T00:00:00.000Z,4.03,7.95,5.22,4.9,5.68,0.782,79
2021-04-20T00:00:00.000Z,3.58,9.93,4.73,4.18,6.14,1.707,72
2021-04-21T00:00:00.000Z,3.05,5.78,4.59,4.32,4.9,0.56,78
2021-04-22T00:00:00.000Z,2.45,8.38,3.71,3.13,5.9,1.824,74
2021-04-23T00:00:00.000Z,2.5,5.9,3.3,3,3.71,0.869,72
2021-04-24T00:00:00.000Z,1.75,3.53,2.6,2.2,3.03,0.476,83
2021-04-25T00:00:00.000Z,2.58,4.75,3.53,3.21,3.83,0.459,116
2021-04-26T00:00:00.000Z,2.1,4.45,3.2,2.8,3.45,0.461,71
2021-04-27T00:00:00.000Z,2.29,3.8,2.8,2.57,3.01,0.4,32
2021-04-28T00:00:00.000Z,3.33,9.6,7.27,6.5,8,1.518,118
2021-04-29T00:00:00.000Z,6.9,9.48,8.23,7.78,8.55,0.611,39
2021-04-30T00:00:00.000Z,3.72,10,5.52,4.4,6.17,1.619,60
2021-05-01T00:00:00.000Z,2.6,9.23,4.88,4.19,5.42,1.351,133
2021-05-02T00:00:00.000Z,2.52,7.65,3.65,3.28,4.9,1.173,128
2021-05-03T00:00:00.000Z,3.2,10.52,4.68,3.97,5.78,1.71,123
2021-05-04T00:00:00.000Z,5.45,12.55,8.35,6.45,10.34,2.076,121
2021-05-05T00:00:00.000Z,2.25,6.47,4.29,3.49,4.68,0.92,120
2021-05-06T00:00:00.000Z,1.8,3.78,2.75,2.29,3.1,0.473,75
2021-05-09T00:00:00.000Z,1,3.75,1.95,1.5,2.38,0.589,81
2021-05-10T00:00:00.000Z,0.9,2.75,1.92,1.35,2.25,0.496,126
2021-05-11T00:00:00.000Z,0.88,2.85,1.4,1.1,2.25,0.604,110
2021-05-12T00:00:00.000Z,0.9,5.2,2.25,1.9,3.74,1.104,116
2021-05-13T00:00:00.000Z,0.6,4.3,1.9,1.2,2.41,0.88,137
2021-05-14T00:00:00.000Z,1,2.29,1.54,1.4,1.8,0.277,58
2021-05-21T00:00:00.000Z,3.6,6.25,5.22,4.84,5.59,0.568,52
2021-05-22T00:00:00.000Z,1.6,3.83,2.6,2.1,3,0.544,119
2021-05-23T00:00:00.000Z,1.7,5.43,3.17,2.4,3.83,0.915,163
2021-05-24T00:00:00.000Z,2.63,8.5,3.67,3.3,6.68,1.771,138
2021-05-25T00:00:00.000Z,2.02,5.95,3.35,2.84,4.5,0.972,161
2021-05-26T00:00:00.000Z,1.75,12.95,4.2,3.5,4.7,1.973,158
2021-05-27T00:00:00.000Z,1.65,3.8,2.4,2.13,3.2,0.589,142
2021-05-28T00:00:00.000Z,1.05,3.22,1.7,1.4,2.04,0.445,156
2021-05-29T00:00:00.000Z,1.2,4.09,2.5,2.29,2.72,0.451,135
2021-05-30T00:00:00.000Z,1.9,4.45,2.6,2.29,2.92,0.448,163
2021-05-31T00:00:00.000Z,2.2,5.55,3.5,3.16,4.05,0.681,133
